Entity,Code,Year,
Mauritania,MRT,2001,1.5641
Mauritania,MRT,2002,1.656
Mauritania,MRT,2003,1.6667
Mauritania,MRT,2004,2.4906
Mauritania,MRT,2005,2
Mauritania,MRT,2006,2.1026
Mauritania,MRT,2007,2
Mauritania,MRT,2008,2
Mauritania,MRT,2009,1.978
Mauritania,MRT,2010,2.082
Mauritania,MRT,2011,1.6018
Mauritania,MRT,2012,2.1278
Mauritania,MRT,2013,2.1172
Mauritania,MRT,2014,2.0203
Mexico,MEX,1961,1.6758
Mexico,MEX,1962,1.9462
Mexico,MEX,1963,2.0788
Mexico,MEX,1964,2.6922
Mexico,MEX,1965,2.5055
Mexico,MEX,1966,2.2542
Mexico,MEX,1967,2.7267
Mexico,MEX,1968,2.6317
Mexico,MEX,1969,2.7649
Mexico,MEX,1970,3.0202
Mexico,MEX,1971,2.981
Mexico,MEX,1972,2.6345
Mexico,MEX,1973,3.2646
Mexico,MEX,1974,3.6022
Mexico,MEX,1975,3.5956
Mexico,MEX,1976,3.7615
Mexico,MEX,1977,3.4644
Mexico,MEX,1978,3.6663
Mexico,MEX,1979,3.9138
Mexico,MEX,1980,3.8476
Mexico,MEX,1981,3.7141
Mexico,MEX,1982,4.3563
Mexico,MEX,1983,4.041
Mexico,MEX,1984,4.3577
Mexico,MEX,1985,4.2843
Mexico,MEX,1986,3.9671
Mexico,MEX,1987,4.4686
Mexico,MEX,1988,4.0154
Mexico,MEX,1989,3.8235
Mexico,MEX,1990,4.2143
Mexico,MEX,1991,4.1272
Mexico,MEX,1992,3.953
Mexico,MEX,1993,4.0821
Mexico,MEX,1994,4.3034
Mexico,MEX,1995,3.732
Mexico,MEX,1996,4.1706
Mexico,MEX,1997,4.7347
Mexico,MEX,1998,4.2077
Mexico,MEX,1999,4.631
Mexico,MEX,2000,4.9355
Mexico,MEX,2001,4.7661
Mexico,MEX,2002,5.0999
Mexico,MEX,2003,4.4912
Mexico,MEX,2004,4.4871
Mexico,MEX,2005,4.7517
Mexico,MEX,2006,5.2274
Mexico,MEX,2007,5.0824
Mexico,MEX,2008,5.0134
Mexico,MEX,2009,4.9688
Mexico,MEX,2010,5.4185
Mexico,MEX,2011,5.4778
Mexico,MEX,2012,5.6568
Mexico,MEX,2013,5.2934
Mexico,MEX,2014,5.1935
Moldova,MDA,1961,0.992
Moldova,MDA,1962,0.9869
Moldova,MDA,1963,0.7228
Moldova,MDA,1964,1.0302
Moldova,MDA,1965,0.7992
Moldova,MDA,1966,1.3504
Moldova,MDA,1967,1.0858
Moldova,MDA,1968,1.3058
Moldova,MDA,1969,1.1516
Moldova,MDA,1970,1.4372
Moldova,MDA,1971,1.4497
Moldova,MDA,1972,1.3819
Moldova,MDA,1973,1.634
Moldova,MDA,1974,1.3218
Moldova,MDA,1975,1.0043
Moldova,MDA,1976,1.5309
Moldova,MDA,1977,1.3972
Moldova,MDA,1978,1.8053
Moldova,MDA,1979,1.4721
Moldova,MDA,1980,1.5053
Moldova,MDA,1981,1.2947
Moldova,MDA,1982,1.3925
Moldova,MDA,1983,1.4511
Moldova,MDA,1984,1.2722
Moldova,MDA,1985,1.4563
Moldova,MDA,1986,1.7767
Moldova,MDA,1987,1.6565
Moldova,MDA,1988,1.6402
Moldova,MDA,1989,1.8283
Moldova,MDA,1990,2.1148
Moldova,MDA,1991,1.5693
Moldova,MDA,1992,3.2868
Moldova,MDA,1993,4.026
Moldova,MDA,1994,2.193
Moldova,MDA,1995,3.2427
Moldova,MDA,1996,2.0592
Moldova,MDA,1997,3.2794
Moldova,MDA,1998,2.6714
Moldova,MDA,1999,2.3423
Moldova,MDA,2000,1.9512
Moldova,MDA,2001,2.7133
Moldova,MDA,2002,2.5068
Moldova,MDA,2003,0.497
Moldova,MDA,2004,2.7386
Moldova,MDA,2005,2.5989
Moldova,MDA,2006,2.3196
Moldova,MDA,2007,1.2925
Moldova,MDA,2008,3.1202
Moldova,MDA,2009,2.0988
Moldova,MDA,2010,2.2872
Moldova,MDA,2011,2.6376
Moldova,MDA,2012,1.576
Moldova,MDA,2013,2.7551
Moldova,MDA,2014,3.1667
Mongolia,MNG,1961,0.3685
Mongolia,MNG,1962,0.9013
Mongolia,MNG,1963,0.8362
Mongolia,MNG,1964,0.9416
Mongolia,MNG,1965,0.8039
Mongolia,MNG,1966,0.6618
Mongolia,MNG,1967,0.8401
Mongolia,MNG,1968,0.5434
Mongolia,MNG,1969,0.3285
Mongolia,MNG,1970,0.719
Mongolia,MNG,1971,0.9502
Mongolia,MNG,1972,0.5404
Mongolia,MNG,1973,1.1062
Mongolia,MNG,1974,0.8203
Mongolia,MNG,1975,1.1573
Mongolia,MNG,1976,0.8642
Mongolia,MNG,1977,0.906
Mongolia,MNG,1978,0.6723
Mongolia,MNG,1979,0.5674
Mongolia,MNG,1980,0.5632
Mongolia,MNG,1981,0.7213
Mongolia,MNG,1982,1.0211
Mongolia,MNG,1983,1.4579
Mongolia,MNG,1984,0.9992
Mongolia,MNG,1985,1.4282
Mongolia,MNG,1986,1.4203
Mongolia,MNG,1987,1.1615
Mongolia,MNG,1988,1.3709
Mongolia,MNG,1989,1.3009
Mongolia,MNG,1990,1.1187
Mongolia,MNG,1991,1.0145
Mongolia,MNG,1992,0.8611
Mongolia,MNG,1993,0.9038
Mongolia,MNG,1994,0.7495
Mongolia,MNG,1995,0.7366
Mongolia,MNG,1996,0.6628
Mongolia,MNG,1997,0.7614
Mongolia,MNG,1998,0.6371
Mongolia,MNG,1999,0.6104
Mongolia,MNG,2000,0.7768
Mongolia,MNG,2001,0.72
Mongolia,MNG,2002,0.5898
Mongolia,MNG,2003,0.7914
Mongolia,MNG,2004,0.8072
Mongolia,MNG,2005,0.4775
Mongolia,MNG,2006,1.083
Mongolia,MNG,2007,0.9392
Mongolia,MNG,2008,1.3987
Mongolia,MNG,2009,1.5593
Mongolia,MNG,2010,1.3805
Mongolia,MNG,2011,1.4961
Mongolia,MNG,2012,1.565
Mongolia,MNG,2013,1.3369
Mongolia,MNG,2014,1.68
Montenegro,MNE,2006,3.0903
Montenegro,MNE,2007,2.4369
Montenegro,MNE,2008,3.4576
Montenegro,MNE,2009,3.5981
Montenegro,MNE,2010,3.3583
Montenegro,MNE,2011,3.2354
Montenegro,MNE,2012,2.7827
Montenegro,MNE,2013,3.4357
Montenegro,MNE,2014,2.9215
Morocco,MAR,1961,0.4528
Morocco,MAR,1962,1.0274
Morocco,MAR,1963,0.8727
Morocco,MAR,1964,0.9412
Morocco,MAR,1965,0.9518
Morocco,MAR,1966,0.6101
Morocco,MAR,1967,0.7399
Morocco,MAR,1968,1.3214
Morocco,MAR,1969,0.7499
Morocco,MAR,1970,0.9516
Morocco,MAR,1971,1.0908
Morocco,MAR,1972,1.0813
Morocco,MAR,1973,0.7718
Morocco,MAR,1974,0.9666
Morocco,MAR,1975,0.9312
Morocco,MAR,1976,1.1391
Morocco,MAR,1977,0.6345
Morocco,MAR,1978,1.0701
Morocco,MAR,1979,1.0843
Morocco,MAR,1980,1.0562
Morocco,MAR,1981,0.5416
Morocco,MAR,1982,1.2952
Morocco,MAR,1983,0.9971
Morocco,MAR,1984,1.072
Morocco,MAR,1985,1.245
Morocco,MAR,1986,1.7138
Morocco,MAR,1987,1.0608
Morocco,MAR,1988,1.7352
Morocco,MAR,1989,1.4934
Morocco,MAR,1990,1.329
Morocco,MAR,1991,1.8699
Morocco,MAR,1992,0.7011
Morocco,MAR,1993,0.6808
Morocco,MAR,1994,1.8111
Morocco,MAR,1995,0.5543
Morocco,MAR,1996,1.8415
Morocco,MAR,1997,0.9292
Morocco,MAR,1998,1.4184
Morocco,MAR,1999,0.8004
Morocco,MAR,2000,0.4758
Morocco,MAR,2001,1.228
Morocco,MAR,2002,1.2793
Morocco,MAR,2003,1.722
Morocco,MAR,2004,1.8082
Morocco,MAR,2005,1.0261
Morocco,MAR,2006,2.0365
Morocco,MAR,2007,0.6154
Morocco,MAR,2008,1.3189
Morocco,MAR,2009,2.1398
Morocco,MAR,2010,1.7095
Morocco,MAR,2011,1.9488
Morocco,MAR,2012,1.2342
Morocco,MAR,2013,2.164
Morocco,MAR,2014,1.7132
Mozambique,MOZ,1961,0.7652
Mozambique,MOZ,1962,0.7895
Mozambique,MOZ,1963,0.9524
Mozambique,MOZ,1964,0.7018
Mozambique,MOZ,1965,1
Mozambique,MOZ,1966,1.1
Mozambique,MOZ,1967,0.8624
Mozambique,MOZ,1968,0.9202
Mozambique,MOZ,1969,0.8667
Mozambique,MOZ,1970,0.9202
Mozambique,MOZ,1971,1.0462
Mozambique,MOZ,1972,1
Mozambique,MOZ,1973,1.3333
Mozambique,MOZ,1974,1
Mozambique,MOZ,1975,1
Mozambique,MOZ,1976,0.6
Mozambique,MOZ,1977,0.4
Mozambique,MOZ,1978,0.6
Mozambique,MOZ,1979,0.6308
Mozambique,MOZ,1980,1
Mozambique,MOZ,1981,1.8182
Mozambique,MOZ,1982,1.6
Mozambique,MOZ,1983,1.5
Mozambique,MOZ,1984,1.5
Mozambique,MOZ,1985,1.25
Mozambique,MOZ,1986,1.25
Mozambique,MOZ,1987,0.75
Mozambique,MOZ,1988,1.25
Mozambique,MOZ,1989,1.25
Mozambique,MOZ,1990,1.8001
Mozambique,MOZ,1991,1.5
Mozambique,MOZ,1992,1.1111
Mozambique,MOZ,1993,1.1637
Mozambique,MOZ,1994,1.1505
Mozambique,MOZ,1995,1.1448
Mozambique,MOZ,1996,1.1399
Mozambique,MOZ,1997,1.1362
Mozambique,MOZ,1998,1.136
Mozambique,MOZ,1999,1.1383
Mozambique,MOZ,2000,1
Mozambique,MOZ,2001,1
Mozambique,MOZ,2002,1.0385
Mozambique,MOZ,2003,1.1875
Mozambique,MOZ,2004,1.087
Mozambique,MOZ,2005,1.1071
Mozambique,MOZ,2006,1.2353
Mozambique,MOZ,2007,1.1765
Mozambique,MOZ,2008,1.25
Mozambique,MOZ,2009,1.25
Mozambique,MOZ,2010,1.3367
Mozambique,MOZ,2011,1.7042
Mozambique,MOZ,2012,0.9958
Mozambique,MOZ,2013,1.0951
Mozambique,MOZ,2014,1.09
Myanmar,MMR,1961,0.3078
Myanmar,MMR,1962,0.4124
Myanmar,MMR,1963,0.5582
Myanmar,MMR,1964,0.6762
Myanmar,MMR,1965,0.6445
Myanmar,MMR,1966,0.6344
Myanmar,MMR,1967,0.4979
Myanmar,MMR,1968,0.5763
Myanmar,MMR,1969,0.4684
Myanmar,MMR,1970,0.555
Myanmar,MMR,1971,0.6243
Myanmar,MMR,1972,0.5499
Myanmar,MMR,1973,0.5479
Myanmar,MMR,1974,0.4555
Myanmar,MMR,1975,0.7452
Myanmar,MMR,1976,0.6526
Myanmar,MMR,1977,0.8783
Myanmar,MMR,1978,1.0256
Myanmar,MMR,1979,0.5037
Myanmar,MMR,1980,1.1064
Myanmar,MMR,1981,1.11
Myanmar,MMR,1982,1.3341
Myanmar,MMR,1983,1.263
Myanmar,MMR,1984,1.5942
Myanmar,MMR,1985,1.7431
Myanmar,MMR,1986,1.713
Myanmar,MMR,1987,1.73
Myanmar,MMR,1988,1.3097
Myanmar,MMR,1989,1.0737
Myanmar,MMR,1990,0.9544
Myanmar,MMR,1991,0.9043
Myanmar,MMR,1992,0.9742
Myanmar,MMR,1993,0.9531
Myanmar,MMR,1994,0.9482
Myanmar,MMR,1995,0.8334
Myanmar,MMR,1996,0.8557
Myanmar,MMR,1997,0.9569
Myanmar,MMR,1998,0.9575
Myanmar,MMR,1999,1.0919
Myanmar,MMR,2000,1.1594
Myanmar,MMR,2001,1.1859
Myanmar,MMR,2002,1.2771
Myanmar,MMR,2003,1.2822
Myanmar,MMR,2004,1.5753
Myanmar,MMR,2005,1.3929
Myanmar,MMR,2006,1.5217
Myanmar,MMR,2007,1.5816
Myanmar,MMR,2008,1.7364
Myanmar,MMR,2009,1.7601
Myanmar,MMR,2010,1.8137
Myanmar,MMR,2011,1.8088
Myanmar,MMR,2012,1.8293
Myanmar,MMR,2013,1.86
Myanmar,MMR,2014,1.8955
Namibia,NAM,1961,0.9867
Namibia,NAM,1962,1.205
Namibia,NAM,1963,1.3333
Namibia,NAM,1964,1.3333
Namibia,NAM,1965,1.5556
Namibia,NAM,1966,1.5
Namibia,NAM,1967,1.5
Namibia,NAM,1968,1.5
Namibia,NAM,1969,1.75
Namibia,NAM,1970,1.75
Namibia,NAM,1971,1.75
Namibia,NAM,1972,1.75
Namibia,NAM,1973,1.75
Namibia,NAM,1974,2
Namibia,NAM,1975,2
Namibia,NAM,1976,2
Namibia,NAM,1977,2
Namibia,NAM,1978,2
Namibia,NAM,1979,2.5
Namibia,NAM,1980,2.5
Namibia,NAM,1981,2.8571
Namibia,NAM,1982,3.125
Namibia,NAM,1983,3
Namibia,NAM,1984,2.9167
Namibia,NAM,1985,2.6667
Namibia,NAM,1986,2.961
Namibia,NAM,1987,2.7556
Namibia,NAM,1988,2.6337
Namibia,NAM,1989,4.8667
Namibia,NAM,1990,4.425
Namibia,NAM,1991,5.9
Namibia,NAM,1992,5.1933
Namibia,NAM,1993,4.3846
Namibia,NAM,1994,5.25
Namibia,NAM,1995,5.5172
Namibia,NAM,1996,4.3846
Namibia,NAM,1997,4.6361
Namibia,NAM,1998,4.9336
Namibia,NAM,1999,3.644
Namibia,NAM,2000,5.0481
Namibia,NAM,2001,6.0464
Namibia,NAM,2002,6.3724
Namibia,NAM,2003,6.2509
Namibia,NAM,2004,4.1622
Namibia,NAM,2005,4.5255
Namibia,NAM,2006,5.9308
Namibia,NAM,2007,5.1342
Namibia,NAM,2008,6.142
Namibia,NAM,2009,6.7214
Namibia,NAM,2010,6.1929
Namibia,NAM,2011,6.2151
Namibia,NAM,2012,6.2561
Namibia,NAM,2013,6.2941
Namibia,NAM,2014,6.6667
Nepal,NPL,1961,1.2273
Nepal,NPL,1962,1.2321
Nepal,NPL,1963,1.2284
Nepal,NPL,1964,1.2257
Nepal,NPL,1965,1.26
Nepal,NPL,1966,1.2458
Nepal,NPL,1967,1.2619
Nepal,NPL,1968,1.0661
Nepal,NPL,1969,1.1196
Nepal,NPL,1970,1.1733
Nepal,NPL,1971,0.8466
Nepal,NPL,1972,0.9332
Nepal,NPL,1973,1.2045
Nepal,NPL,1974,1.1258
Nepal,NPL,1975,1.1375
Nepal,NPL,1976,1.1778
Nepal,NPL,1977,1.039
Nepal,NPL,1978,1.1199
Nepal,NPL,1979,1.1658
Nepal,NPL,1980,1.1993
Nepal,NPL,1981,1.218
Nepal,NPL,1982,1.3152
Nepal,NPL,1983,1.3572
Nepal,NPL,1984,1.3433
Nepal,NPL,1985,1.1811
Nepal,NPL,1986,1.2386
Nepal,NPL,1987,1.3091
Nepal,NPL,1988,1.2478
Nepal,NPL,1989,1.3851
Nepal,NPL,1990,1.4149
Nepal,NPL,1991,1.4103
Nepal,NPL,1992,1.3338
Nepal,NPL,1993,1.246
Nepal,NPL,1994,1.4704
Nepal,NPL,1995,1.4416
Nepal,NPL,1996,1.55
Nepal,NPL,1997,1.6072
Nepal,NPL,1998,1.5463
Nepal,NPL,1999,1.6955
Nepal,NPL,2000,1.7931
Nepal,NPL,2001,1.8063
Nepal,NPL,2002,1.8859
Nepal,NPL,2003,2.0092
Nepal,NPL,2004,2.0873
Nepal,NPL,2005,2.1344
Nepal,NPL,2006,2.0745
Nepal,NPL,2007,2.1563
Nepal,NPL,2008,2.2252
Nepal,NPL,2009,1.9338
Nepal,NPL,2010,2.1289
Nepal,NPL,2011,2.2747
Nepal,NPL,2012,2.4123
Nepal,NPL,2013,2.2902
Nepal,NPL,2014,2.496
Netherlands,NLD,1850,1.05
Netherlands,NLD,1909,2.35
Netherlands,NLD,1934,2.09
Netherlands,NLD,1948,3.65
Netherlands,NLD,1961,3.9251
Netherlands,NLD,1962,4.5475
Netherlands,NLD,1963,4.1962
Netherlands,NLD,1964,4.7064
Netherlands,NLD,1965,4.4429
Netherlands,NLD,1966,4.0447
Netherlands,NLD,1967,4.7906
Netherlands,NLD,1968,4.4234
Netherlands,NLD,1969,4.3578
Netherlands,NLD,1970,4.5457
Netherlands,NLD,1971,4.9687
Netherlands,NLD,1972,4.3111
Netherlands,NLD,1973,5.2552
Netherlands,NLD,1974,5.7334
Netherlands,NLD,1975,4.9358
Netherlands,NLD,1976,5.4374
Netherlands,NLD,1977,5.2304
Netherlands,NLD,1978,6.5665
Netherlands,NLD,1979,5.9382
Netherlands,NLD,1980,6.2021
Netherlands,NLD,1981,6.7008
Netherlands,NLD,1982,7.3896
Netherlands,NLD,1983,7.0368
Netherlands,NLD,1984,7.8854
Netherlands,NLD,1985,6.6451
Netherlands,NLD,1986,7.998
Netherlands,NLD,1987,6.9359
Netherlands,NLD,1988,7.2273
Netherlands,NLD,1989,7.5977
Netherlands,NLD,1990,7.6528
Netherlands,NLD,1991,7.6608
Netherlands,NLD,1992,8.0154
Netherlands,NLD,1993,8.7712
Netherlands,NLD,1994,8.0674
Netherlands,NLD,1995,8.6189
Netherlands,NLD,1996,8.9612
Netherlands,NLD,1997,7.7309
Netherlands,NLD,1998,7.6956
Netherlands,NLD,1999,8.3311
Netherlands,NLD,2000,8.3592
Netherlands,NLD,2001,7.9447
Netherlands,NLD,2002,7.8145
Netherlands,NLD,2003,8.7439
Netherlands,NLD,2004,8.9149
Netherlands,NLD,2005,8.5932
Netherlands,NLD,2006,8.394
Netherlands,NLD,2007,7.2714
Netherlands,NLD,2008,8.7295
Netherlands,NLD,2009,9.2919
Netherlands,NLD,2010,8.9092
Netherlands,NLD,2011,7.7812
Netherlands,NLD,2012,8.587
Netherlands,NLD,2013,8.7412
Netherlands,NLD,2014,9.1698
New Caledonia,NCL,1961,2.5
New Caledonia,NCL,1962,2.5
New Caledonia,NCL,1963,2.5
New Caledonia,NCL,1964,2.5
New Caledonia,NCL,1965,2.5
New Caledonia,NCL,1966,2.5
New Caledonia,NCL,1967,3
New Caledonia,NCL,1968,2.6875
New Caledonia,NCL,1969,2.9
New Caledonia,NCL,1970,2.8571
New Caledonia,NCL,1971,1.3333
New Caledonia,NCL,1972,2.5
New Caledonia,NCL,1973,3.35
New Caledonia,NCL,1974,3.25
New Caledonia,NCL,1975,3
New Caledonia,NCL,1976,2
New Caledonia,NCL,1977,2
New Caledonia,NCL,1978,2.2222
New Caledonia,NCL,1979,1.2069
New Caledonia,NCL,1980,1.0638
New Caledonia,NCL,1981,1.3978
New Caledonia,NCL,1982,1.6246
New Caledonia,NCL,1983,0.8247
New Caledonia,NCL,1984,0.7327
New Caledonia,NCL,1985,1.835
New Caledonia,NCL,1986,1.8392
New Caledonia,NCL,1987,1.5
New Caledonia,NCL,1988,1.32
New Caledonia,NCL,1989,1.13
New Caledonia,NCL,1990,0.7317
New Caledonia,NCL,1991,1.3812
New Caledonia,NCL,1992,2.0273
New Caledonia,NCL,1993,1.8333
New Caledonia,NCL,1994,2.0571
New Caledonia,NCL,1995,1.96
New Caledonia,NCL,1996,1.8732
New Caledonia,NCL,1997,1.8889
New Caledonia,NCL,1998,1.975
New Caledonia,NCL,1999,1.75
New Caledonia,NCL,2000,2
New Caledonia,NCL,2001,1.85
New Caledonia,NCL,2002,2
New Caledonia,NCL,2003,1.9
New Caledonia,NCL,2004,1.6667
New Caledonia,NCL,2005,1.6667
New Caledonia,NCL,2006,1.7
New Caledonia,NCL,2007,1.6364
New Caledonia,NCL,2008,1.7119
New Caledonia,NCL,2009,1.7685
New Caledonia,NCL,2010,1.767
New Caledonia,NCL,2011,1.7642
New Caledonia,NCL,2012,1.7614
New Caledonia,NCL,2013,1.7586
New Caledonia,NCL,2014,1.7558
New Zealand,NZL,1961,3.3517
New Zealand,NZL,1962,2.8285
New Zealand,NZL,1963,2.7277
New Zealand,NZL,1964,3.3195
New Zealand,NZL,1965,3.3618
New Zealand,NZL,1966,3.6138
New Zealand,NZL,1967,3.7272
New Zealand,NZL,1968,3.4926
New Zealand,NZL,1969,3.5352
New Zealand,NZL,1970,2.6482
New Zealand,NZL,1971,3.339
New Zealand,NZL,1972,3.6461
New Zealand,NZL,1973,3.4922
New Zealand,NZL,1974,3.183
New Zealand,NZL,1975,3.1198
New Zealand,NZL,1976,3.7418
New Zealand,NZL,1977,3.6788
New Zealand,NZL,1978,3.6134
New Zealand,NZL,1979,3.3851
New Zealand,NZL,1980,3.5574
New Zealand,NZL,1981,4.0092
New Zealand,NZL,1982,4.0843
New Zealand,NZL,1983,4.2431
New Zealand,NZL,1984,4.58
New Zealand,NZL,1985,4.3093
New Zealand,NZL,1986,4.1564
New Zealand,NZL,1987,4.0599
New Zealand,NZL,1988,4.0701
New Zealand,NZL,1989,3.5679
New Zealand,NZL,1990,4.8842
New Zealand,NZL,1991,5.0899
New Zealand,NZL,1992,5.3066
New Zealand,NZL,1993,5.6256
New Zealand,NZL,1994,5.7595
New Zealand,NZL,1995,4.9035
New Zealand,NZL,1996,5.7708
New Zealand,NZL,1997,5.6607
New Zealand,NZL,1998,6.216
New Zealand,NZL,1999,6.0606
New Zealand,NZL,2000,6.2095
New Zealand,NZL,2001,7.4286
New Zealand,NZL,2002,7.1467
New Zealand,NZL,2003,7.4709
New Zealand,NZL,2004,8.1665
New Zealand,NZL,2005,8.092
New Zealand,NZL,2006,6.8963
New Zealand,NZL,2007,8.4966
New Zealand,NZL,2008,8.112
New Zealand,NZL,2009,7.4875
New Zealand,NZL,2010,8.1241
New Zealand,NZL,2011,7.2858
New Zealand,NZL,2012,8.908
New Zealand,NZL,2013,9.1055
New Zealand,NZL,2014,8.6269
Niger,NER,1961,1.227
Niger,NER,1962,1.2004
Niger,NER,1963,1.2766
Niger,NER,1964,1.1698
Niger,NER,1965,0.8564
Niger,NER,1966,1.2248
Niger,NER,1967,1.24
Niger,NER,1968,0.6667
Niger,NER,1969,0.9816
Niger,NER,1970,0.907
Niger,NER,1971,0.9063
Niger,NER,1972,1.2847
Niger,NER,1973,0.9358
Niger,NER,1974,1.0185
Niger,NER,1975,1.2857
Niger,NER,1976,1.1111
Niger,NER,1977,1.5833
Niger,NER,1978,2.3039
Niger,NER,1979,1.0889
Niger,NER,1980,1
Niger,NER,1981,1
Niger,NER,1982,1.0476
Niger,NER,1983,1.1905
Niger,NER,1984,1.9106
Niger,NER,1985,1.9799
Niger,NER,1986,1.9802
Niger,NER,1987,1.5
Niger,NER,1988,1
Niger,NER,1989,1.1429
Niger,NER,1990,2.8889
Niger,NER,1991,2.8553
Niger,NER,1992,2.4427
Niger,NER,1993,2
Niger,NER,1994,1.96
Niger,NER,1995,2.0079
Niger,NER,1996,1
Niger,NER,1997,1.6226
Niger,NER,1998,1.7481
Niger,NER,1999,2.1115
Niger,NER,2000,1.725
Niger,NER,2001,1.5809
Niger,NER,2002,1.0606
Niger,NER,2003,1.466
Niger,NER,2004,1.5517
Niger,NER,2005,1.6112
Niger,NER,2006,1.4992
Niger,NER,2007,1.4894
Niger,NER,2008,1.5129
Niger,NER,2009,1.5088
Niger,NER,2010,1.8119
Niger,NER,2011,1.8861
Niger,NER,2012,3.009
Niger,NER,2013,3.009
Niger,NER,2014,1.8978
Nigeria,NGA,1961,1.7778
Nigeria,NGA,1962,1.7778
Nigeria,NGA,1963,1.7778
Nigeria,NGA,1964,1.8182
Nigeria,NGA,1965,1.8182
Nigeria,NGA,1966,1.8182
Nigeria,NGA,1967,1.9091
Nigeria,NGA,1968,1.8182
Nigeria,NGA,1969,1.8182
Nigeria,NGA,1970,1.7273
Nigeria,NGA,1971,1.7391
Nigeria,NGA,1972,1.7391
Nigeria,NGA,1973,1.4286
Nigeria,NGA,1974,1.5
Nigeria,NGA,1975,1.6364
Nigeria,NGA,1976,1.8
Nigeria,NGA,1977,2
Nigeria,NGA,1978,2
Nigeria,NGA,1979,2.2
Nigeria,NGA,1980,2.4
Nigeria,NGA,1981,2.6
Nigeria,NGA,1982,2.6
Nigeria,NGA,1983,1.8571
Nigeria,NGA,1984,1.6875
Nigeria,NGA,1985,2.0545
Nigeria,NGA,1986,1.9701
Nigeria,NGA,1987,1.9306
Nigeria,NGA,1988,1.25
Nigeria,NGA,1989,1.2
Nigeria,NGA,1990,0.8333
Nigeria,NGA,1991,1.2
Nigeria,NGA,1992,1.3333
Nigeria,NGA,1993,2.3286
Nigeria,NGA,1994,2.3467
Nigeria,NGA,1995,2.18
Nigeria,NGA,1996,2.0435
Nigeria,NGA,1997,2.64
Nigeria,NGA,1998,2
Nigeria,NGA,1999,2.012
Nigeria,NGA,2000,1.4038
Nigeria,NGA,2001,0.9808
Nigeria,NGA,2002,0.9818
Nigeria,NGA,2003,1.0357
Nigeria,NGA,2004,1.069
Nigeria,NGA,2005,1.1
Nigeria,NGA,2006,1.127
Nigeria,NGA,2007,1.6923
Nigeria,NGA,2008,1.6563
Nigeria,NGA,2009,1.6667
Nigeria,NGA,2010,1.4685
Nigeria,NGA,2011,1.2796
Nigeria,NGA,2012,1.1192
Nigeria,NGA,2013,1
Nigeria,NGA,2014,1
North Korea,PRK,1961,0.506
North Korea,PRK,1962,0.5273
North Korea,PRK,1963,0.5697
North Korea,PRK,1964,0.6012
North Korea,PRK,1965,0.5399
North Korea,PRK,1966,0.6
North Korea,PRK,1967,0.5688
North Korea,PRK,1968,0.5613
North Korea,PRK,1969,0.5867
North Korea,PRK,1970,0.6069
North Korea,PRK,1971,0.6741
North Korea,PRK,1972,0.696
North Korea,PRK,1973,0.8522
North Korea,PRK,1974,0.9714
North Korea,PRK,1975,1.1158
North Korea,PRK,1976,1.2
North Korea,PRK,1977,1.3529
North Korea,PRK,1978,1.3059
North Korea,PRK,1979,1.3529
North Korea,PRK,1980,1.1647
North Korea,PRK,1981,1.3412
North Korea,PRK,1982,1.4235
North Korea,PRK,1983,1.4588
North Korea,PRK,1984,1.5529
North Korea,PRK,1985,1.4941
North Korea,PRK,1986,1.5889
North Korea,PRK,1987,1.4778
North Korea,PRK,1988,1.4222
North Korea,PRK,1989,1.6125
North Korea,PRK,1990,1.2889
North Korea,PRK,1991,1.3645
North Korea,PRK,1992,1.4043
North Korea,PRK,1993,1.4427
North Korea,PRK,1994,1.4802
North Korea,PRK,1995,1.4751
North Korea,PRK,1996,1.3333
North Korea,PRK,1997,1.3333
North Korea,PRK,1998,2.3571
North Korea,PRK,1999,2.0208
North Korea,PRK,2000,0.8475
North Korea,PRK,2001,2.1628
North Korea,PRK,2002,2.3016
North Korea,PRK,2003,2.3333
North Korea,PRK,2004,2.5
North Korea,PRK,2005,2.5065
North Korea,PRK,2006,2.4875
North Korea,PRK,2007,2.4375
North Korea,PRK,2008,2.3973
North Korea,PRK,2009,2.2624
North Korea,PRK,2010,2.1918
North Korea,PRK,2011,2.0159
North Korea,PRK,2012,1.48
North Korea,PRK,2013,1.5
North Korea,PRK,2014,1.8567
Northern Africa,,1961,0.6959
Northern Africa,,1962,1.0773
Northern Africa,,1963,1.0171
Northern Africa,,1964,0.9106
Northern Africa,,1965,0.9145
Northern Africa,,1966,0.8107
Northern Africa,,1967,0.8478
Northern Africa,,1968,1.0905
Northern Africa,,1969,0.8243
Northern Africa,,1970,0.915
Northern Africa,,1971,1.0573
Northern Africa,,1972,1.0634
Northern Africa,,1973,0.9453
Northern Africa,,1974,1.0012
Northern Africa,,1975,1.1419
Northern Africa,,1976,1.0929
Northern Africa,,1977,0.835
Northern Africa,,1978,1.0701
Northern Africa,,1979,0.9946
Northern Africa,,1980,1.1132
Northern Africa,,1981,1.0234
Northern Africa,,1982,1.286
Northern Africa,,1983,1.1067
Northern Africa,,1984,1.1054
Northern Africa,,1985,1.3697
Northern Africa,,1986,1.5472
Northern Africa,,1987,1.4164
Northern Africa,,1988,1.7914
Northern Africa,,1989,1.5997
Northern Africa,,1990,1.7231
Northern Africa,,1991,2.0077
Northern Africa,,1992,1.6541
