Entity,Code,Year,
Afghanistan,AFG,1961,1.022
Afghanistan,AFG,1962,0.9735
Afghanistan,AFG,1963,0.8317
Afghanistan,AFG,1964,0.951
Afghanistan,AFG,1965,0.9723
Afghanistan,AFG,1966,0.8666
Afghanistan,AFG,1967,1.1232
Afghanistan,AFG,1968,1.1562
Afghanistan,AFG,1969,1.1855
Afghanistan,AFG,1970,0.9563
Afghanistan,AFG,1971,0.8149
Afghanistan,AFG,1972,0.8457
Afghanistan,AFG,1973,1.1739
Afghanistan,AFG,1974,1.2074
Afghanistan,AFG,1975,1.2128
Afghanistan,AFG,1976,1.2494
Afghanistan,AFG,1977,1.1309
Afghanistan,AFG,1978,1.198
Afghanistan,AFG,1979,1.2317
Afghanistan,AFG,1980,1.2549
Afghanistan,AFG,1981,1.235
Afghanistan,AFG,1982,1.2299
Afghanistan,AFG,1983,1.258
Afghanistan,AFG,1984,1.2319
Afghanistan,AFG,1985,1.2277
Afghanistan,AFG,1986,1.189
Afghanistan,AFG,1987,1.2849
Afghanistan,AFG,1988,1.1728
Afghanistan,AFG,1989,1.118
Afghanistan,AFG,1990,1.051
Afghanistan,AFG,1991,1.0213
Afghanistan,AFG,1992,1.0313
Afghanistan,AFG,1993,1.0211
Afghanistan,AFG,1994,1.025
Afghanistan,AFG,1995,1.0894
Afghanistan,AFG,1996,1.122
Afghanistan,AFG,1997,1.2764
Afghanistan,AFG,1998,1.2964
Afghanistan,AFG,1999,1.2329
Afghanistan,AFG,2000,0.724
Afghanistan,AFG,2001,0.8977
Afghanistan,AFG,2002,1.5419
Afghanistan,AFG,2003,1.5
Afghanistan,AFG,2004,1.2659
Afghanistan,AFG,2005,1.8215
Afghanistan,AFG,2006,1.376
Afghanistan,AFG,2007,1.8183
Afghanistan,AFG,2008,1.2263
Afghanistan,AFG,2009,1.9666
Afghanistan,AFG,2010,1.9252
Afghanistan,AFG,2011,1.5179
Afghanistan,AFG,2012,2.0104
Afghanistan,AFG,2013,2.0248
Afghanistan,AFG,2014,2.0237
Albania,ALB,1961,0.7731
Albania,ALB,1962,1.0522
Albania,ALB,1963,0.7127
Albania,ALB,1964,0.9625
Albania,ALB,1965,1.1344
Albania,ALB,1966,1.2398
Albania,ALB,1967,1.355
Albania,ALB,1968,1.4124
Albania,ALB,1969,1.6389
Albania,ALB,1970,1.5377
Albania,ALB,1971,1.8735
Albania,ALB,1972,1.9
Albania,ALB,1973,2.0097
Albania,ALB,1974,2.0625
Albania,ALB,1975,1.9375
Albania,ALB,1976,2.5526
Albania,ALB,1977,2.45
Albania,ALB,1978,2.45
Albania,ALB,1979,2.49
Albania,ALB,1980,2.5198
Albania,ALB,1981,2.5321
Albania,ALB,1982,2.6886
Albania,ALB,1983,3.0879
Albania,ALB,1984,3.1579
Albania,ALB,1985,3.1406
Albania,ALB,1986,2.8945
Albania,ALB,1987,3.1031
Albania,ALB,1988,3.201
Albania,ALB,1989,2.9302
Albania,ALB,1990,3.0197
Albania,ALB,1991,2.0698
Albania,ALB,1992,2.4388
Albania,ALB,1993,2.9976
Albania,ALB,1994,2.4745
Albania,ALB,1995,2.8703
Albania,ALB,1996,2.1741
Albania,ALB,1997,2.8516
Albania,ALB,1998,2.8037
Albania,ALB,1999,2.4954
Albania,ALB,2000,3.0455
Albania,ALB,2001,2.822
Albania,ALB,2002,3.1617
Albania,ALB,2003,2.8629
Albania,ALB,2004,3.113
Albania,ALB,2005,3.1582
Albania,ALB,2006,3.0787
Albania,ALB,2007,3.5496
Albania,ALB,2008,4.0168
Albania,ALB,2009,4.0229
Albania,ALB,2010,3.9905
Albania,ALB,2011,4.2301
Albania,ALB,2012,4.1096
Albania,ALB,2013,4.1292
Albania,ALB,2014,4.0001
Algeria,DZA,1961,0.406
Algeria,DZA,1962,0.8045
Algeria,DZA,1963,0.8326
Algeria,DZA,1964,0.5317
Algeria,DZA,1965,0.6057
Algeria,DZA,1966,0.4252
Algeria,DZA,1967,0.6333
Algeria,DZA,1968,0.6899
Algeria,DZA,1969,0.6034
Algeria,DZA,1970,0.6245
Algeria,DZA,1971,0.6133
Algeria,DZA,1972,0.6701
Algeria,DZA,1973,0.4934
Algeria,DZA,1974,0.4957
Algeria,DZA,1975,0.8313
Algeria,DZA,1976,0.7101
Algeria,DZA,1977,0.4337
Algeria,DZA,1978,0.5809
Algeria,DZA,1979,0.5553
Algeria,DZA,1980,0.7297
Algeria,DZA,1981,0.672
Algeria,DZA,1982,0.5965
Algeria,DZA,1983,0.5635
Algeria,DZA,1984,0.573
Algeria,DZA,1985,0.8861
Algeria,DZA,1986,0.8084
Algeria,DZA,1987,0.7777
Algeria,DZA,1988,0.6006
Algeria,DZA,1989,0.7821
Algeria,DZA,1990,0.6315
Algeria,DZA,1991,1.0809
Algeria,DZA,1992,0.9939
Algeria,DZA,1993,0.8097
Algeria,DZA,1994,0.7999
Algeria,DZA,1995,0.8924
Algeria,DZA,1996,1.309
Algeria,DZA,1997,0.8016
Algeria,DZA,1998,0.8847
Algeria,DZA,1999,1.0711
Algeria,DZA,2000,0.9194
Algeria,DZA,2001,1.1104
Algeria,DZA,2002,1.0739
Algeria,DZA,2003,1.448
Algeria,DZA,2004,1.3582
Algeria,DZA,2005,1.5057
Algeria,DZA,2006,1.5068
Algeria,DZA,2007,1.2742
Algeria,DZA,2008,1.1038
Algeria,DZA,2009,1.5975
Algeria,DZA,2010,1.4838
Algeria,DZA,2011,1.5277
Algeria,DZA,2012,1.7639
Algeria,DZA,2013,1.91
Algeria,DZA,2014,1.4753
Angola,AGO,1961,1.1111
Angola,AGO,1962,1.1111
Angola,AGO,1963,1.1111
Angola,AGO,1964,0.9286
Angola,AGO,1965,1.1111
Angola,AGO,1966,1.1
Angola,AGO,1967,1.35
Angola,AGO,1968,1.35
Angola,AGO,1969,0.943
Angola,AGO,1970,0.8546
Angola,AGO,1971,0.913
Angola,AGO,1972,1.1592
Angola,AGO,1973,0.8867
Angola,AGO,1974,1.3065
Angola,AGO,1975,1
Angola,AGO,1976,1
Angola,AGO,1977,0.7692
Angola,AGO,1978,0.5882
Angola,AGO,1979,0.5333
Angola,AGO,1980,0.5833
Angola,AGO,1981,0.6316
Angola,AGO,1982,0.625
Angola,AGO,1983,0.625
Angola,AGO,1984,0.625
Angola,AGO,1985,0.625
Angola,AGO,1986,0.8
Angola,AGO,1987,0.8
Angola,AGO,1988,0.8
Angola,AGO,1989,0.8
Angola,AGO,1990,0.7995
Angola,AGO,1991,0.8
Angola,AGO,1992,0.8
Angola,AGO,1993,0.885
Angola,AGO,1994,1
Angola,AGO,1995,1.1872
Angola,AGO,1996,1.378
Angola,AGO,1997,1.5559
Angola,AGO,1998,1.7143
Angola,AGO,1999,1.7391
Angola,AGO,2000,1.7047
Angola,AGO,2001,1.6667
Angola,AGO,2002,1.5488
Angola,AGO,2003,1.3883
Angola,AGO,2004,1.2402
Angola,AGO,2005,1.0863
Angola,AGO,2006,1
Angola,AGO,2007,1
Angola,AGO,2008,1
Angola,AGO,2009,1
Angola,AGO,2010,1.0526
Angola,AGO,2011,1.0959
Angola,AGO,2012,1.1282
Angola,AGO,2013,0.9035
Angola,AGO,2014,0.8249
Argentina,ARG,1961,1.295
Argentina,ARG,1962,1.5222
Argentina,ARG,1963,1.5751
Argentina,ARG,1964,1.8353
Argentina,ARG,1965,1.3212
Argentina,ARG,1966,1.1982
Argentina,ARG,1967,1.2595
Argentina,ARG,1968,0.9833
Argentina,ARG,1969,1.3523
Argentina,ARG,1970,1.3294
Argentina,ARG,1971,1.2667
Argentina,ARG,1972,1.5911
Argentina,ARG,1973,1.6574
Argentina,ARG,1974,1.4103
Argentina,ARG,1975,1.626
Argentina,ARG,1976,1.7045
Argentina,ARG,1977,1.3612
Argentina,ARG,1978,1.7396
Argentina,ARG,1979,1.6934
Argentina,ARG,1980,1.5596
Argentina,ARG,1981,1.4014
Argentina,ARG,1982,2.0501
Argentina,ARG,1983,1.8405
Argentina,ARG,1984,2.3068
Argentina,ARG,1985,1.6177
Argentina,ARG,1986,1.7819
Argentina,ARG,1987,1.8847
Argentina,ARG,1988,1.8344
Argentina,ARG,1989,1.8947
Argentina,ARG,1990,1.8947
Argentina,ARG,1991,1.8972
Argentina,ARG,1992,2.1809
Argentina,ARG,1993,2.3272
Argentina,ARG,1994,2.0237
Argentina,ARG,1995,2.1675
Argentina,ARG,1996,1.9344
Argentina,ARG,1997,2.2426
Argentina,ARG,1998,2.6088
Argentina,ARG,1999,2.3028
Argentina,ARG,2000,2.4873
Argentina,ARG,2001,2.4934
Argentina,ARG,2002,2.2398
Argentina,ARG,2003,2.0361
Argentina,ARG,2004,2.5441
Argentina,ARG,2005,2.6356
Argentina,ARG,2006,2.5302
Argentina,ARG,2007,2.6234
Argentina,ARG,2008,2.8271
Argentina,ARG,2009,1.9628
Argentina,ARG,2010,2.7113
Argentina,ARG,2011,3.5063
Argentina,ARG,2012,3.2199
Argentina,ARG,2013,2.6581
Argentina,ARG,2014,2.667
Armenia,ARM,1961,0.992
Armenia,ARM,1962,0.9869
Armenia,ARM,1963,0.7228
Armenia,ARM,1964,1.0302
Armenia,ARM,1965,0.7992
Armenia,ARM,1966,1.3504
Armenia,ARM,1967,1.0858
Armenia,ARM,1968,1.3058
Armenia,ARM,1969,1.1516
Armenia,ARM,1970,1.4372
Armenia,ARM,1971,1.4497
Armenia,ARM,1972,1.3819
Armenia,ARM,1973,1.634
Armenia,ARM,1974,1.3218
Armenia,ARM,1975,1.0043
Armenia,ARM,1976,1.5309
Armenia,ARM,1977,1.3972
Armenia,ARM,1978,1.8053
Armenia,ARM,1979,1.4721
Armenia,ARM,1980,1.5053
Armenia,ARM,1981,1.2947
Armenia,ARM,1982,1.3925
Armenia,ARM,1983,1.4511
Armenia,ARM,1984,1.2722
Armenia,ARM,1985,1.4563
Armenia,ARM,1986,1.7767
Armenia,ARM,1987,1.6565
Armenia,ARM,1988,1.6402
Armenia,ARM,1989,1.8283
Armenia,ARM,1990,2.1148
Armenia,ARM,1991,1.5693
Armenia,ARM,1992,2.16
Armenia,ARM,1993,2.2257
Armenia,ARM,1994,1.7842
Armenia,ARM,1995,2.548
Armenia,ARM,1996,2.3569
Armenia,ARM,1997,1.7009
Armenia,ARM,1998,2.0651
Armenia,ARM,1999,1.9936
Armenia,ARM,2000,1.7058
Armenia,ARM,2001,2.2659
Armenia,ARM,2002,2.4254
Armenia,ARM,2003,1.7522
Armenia,ARM,2004,2.4092
Armenia,ARM,2005,2.0827
Armenia,ARM,2006,1.5261
Armenia,ARM,2007,2.5837
Armenia,ARM,2008,2.4322
Armenia,ARM,2009,2.2374
Armenia,ARM,2010,2.1192
Armenia,ARM,2011,2.88
Armenia,ARM,2012,2.601
Armenia,ARM,2013,3.1273
Armenia,ARM,2014,3.226
Australia,AUS,1961,1.1291
Australia,AUS,1962,1.2533
Australia,AUS,1963,1.3387
Australia,AUS,1964,1.3841
Australia,AUS,1965,0.997
Australia,AUS,1966,1.507
Australia,AUS,1967,0.831
Australia,AUS,1968,1.365
Australia,AUS,1969,1.1118
Australia,AUS,1970,1.2179
Australia,AUS,1971,1.2057
Australia,AUS,1972,0.8666
Australia,AUS,1973,1.3396
Australia,AUS,1974,1.3671
Australia,AUS,1975,1.4006
Australia,AUS,1976,1.3175
Australia,AUS,1977,0.9413
Australia,AUS,1978,1.7651
Australia,AUS,1979,1.4515
Australia,AUS,1980,0.9622
Australia,AUS,1981,1.3765
Australia,AUS,1982,0.7705
Australia,AUS,1983,1.7026
Australia,AUS,1984,1.5455
Australia,AUS,1985,1.3695
Australia,AUS,1986,1.4476
Australia,AUS,1987,1.3645
Australia,AUS,1988,1.5787
Australia,AUS,1989,1.5787
Australia,AUS,1990,1.6344
Australia,AUS,1991,1.4698
Australia,AUS,1992,1.7812
Australia,AUS,1993,1.9658
Australia,AUS,1994,1.1356
Australia,AUS,1995,1.7899
Australia,AUS,1996,2.1673
Australia,AUS,1997,1.8412
Australia,AUS,1998,1.9153
Australia,AUS,1999,2.0066
Australia,AUS,2000,1.8209
Australia,AUS,2001,2.1076
Australia,AUS,2002,0.9071
Australia,AUS,2003,1.9998
Australia,AUS,2004,1.6348
Australia,AUS,2005,2.021
Australia,AUS,2006,0.9173
Australia,AUS,2007,1.0788
Australia,AUS,2008,1.5831
Australia,AUS,2009,1.5706
Australia,AUS,2010,1.639
Australia,AUS,2011,2.0301
Australia,AUS,2012,2.1511
Australia,AUS,2013,1.7609
Australia,AUS,2014,2.0061
Austria,AUT,1850,0.77
Austria,AUT,1909,1.37
Austria,AUT,1934,1.8
Austria,AUT,1948,1.71
Austria,AUT,1961,2.5802
Austria,AUT,1962,2.6122
Austria,AUT,1963,2.5099
Austria,AUT,1964,2.6524
Austria,AUT,1965,2.3969
Austria,AUT,1966,2.8581
Austria,AUT,1967,3.3049
Austria,AUT,1968,3.4175
Austria,AUT,1969,3.3172
Austria,AUT,1970,2.9445
Austria,AUT,1971,3.5577
Austria,AUT,1972,3.1461
Austria,AUT,1973,3.5268
Austria,AUT,1974,4.0938
Austria,AUT,1975,3.5063
Austria,AUT,1976,4.2634
Austria,AUT,1977,3.7588
Austria,AUT,1978,4.1771
Austria,AUT,1979,3.1457
Austria,AUT,1980,4.4673
Austria,AUT,1981,3.737
Austria,AUT,1982,4.2767
Austria,AUT,1983,4.53
Austria,AUT,1984,4.7632
Austria,AUT,1985,4.8862
Austria,AUT,1986,4.3605
Austria,AUT,1987,4.5284
Austria,AUT,1988,5.3436
Austria,AUT,1989,4.9015
Austria,AUT,1990,5.0479
Austria,AUT,1991,5.0735
Austria,AUT,1992,5.3938
Austria,AUT,1993,4.2246
Austria,AUT,1994,5.2088
Austria,AUT,1995,5.0952
Austria,AUT,1996,5.0069
Austria,AUT,1997,5.2044
Austria,AUT,1998,5.0749
Austria,AUT,1999,5.4348
Austria,AUT,2000,4.4688
Austria,AUT,2001,5.2412
Austria,AUT,2002,4.9667
Austria,AUT,2003,4.3801
Austria,AUT,2004,5.9234
Austria,AUT,2005,5.0286
Austria,AUT,2006,4.9066
Austria,AUT,2007,4.7763
Austria,AUT,2008,5.6935
Austria,AUT,2009,4.9295
Austria,AUT,2010,5.0117
Austria,AUT,2011,5.8549
Austria,AUT,2012,4.1385
Austria,AUT,2013,5.374
Austria,AUT,2014,5.9217
Azerbaijan,AZE,1961,0.992
Azerbaijan,AZE,1962,0.9869
Azerbaijan,AZE,1963,0.7228
Azerbaijan,AZE,1964,1.0302
Azerbaijan,AZE,1965,0.7992
Azerbaijan,AZE,1966,1.3504
Azerbaijan,AZE,1967,1.0858
Azerbaijan,AZE,1968,1.3058
Azerbaijan,AZE,1969,1.1516
Azerbaijan,AZE,1970,1.4372
Azerbaijan,AZE,1971,1.4497
Azerbaijan,AZE,1972,1.3819
Azerbaijan,AZE,1973,1.634
Azerbaijan,AZE,1974,1.3218
Azerbaijan,AZE,1975,1.0043
Azerbaijan,AZE,1976,1.5309
Azerbaijan,AZE,1977,1.3972
Azerbaijan,AZE,1978,1.8053
Azerbaijan,AZE,1979,1.4721
Azerbaijan,AZE,1980,1.5053
Azerbaijan,AZE,1981,1.2947
Azerbaijan,AZE,1982,1.3925
Azerbaijan,AZE,1983,1.4511
Azerbaijan,AZE,1984,1.2722
Azerbaijan,AZE,1985,1.4563
Azerbaijan,AZE,1986,1.7767
Azerbaijan,AZE,1987,1.6565
Azerbaijan,AZE,1988,1.6402
Azerbaijan,AZE,1989,1.8283
Azerbaijan,AZE,1990,2.1148
Azerbaijan,AZE,1991,1.5693
Azerbaijan,AZE,1992,2.1685
Azerbaijan,AZE,1993,1.6854
Azerbaijan,AZE,1994,1.6318
Azerbaijan,AZE,1995,1.4941
Azerbaijan,AZE,1996,1.6448
Azerbaijan,AZE,1997,1.7373
Azerbaijan,AZE,1998,1.5516
Azerbaijan,AZE,1999,1.999
Azerbaijan,AZE,2000,2.3223
Azerbaijan,AZE,2001,2.6137
Azerbaijan,AZE,2002,2.6028
Azerbaijan,AZE,2003,2.5599
Azerbaijan,AZE,2004,2.5748
Azerbaijan,AZE,2005,2.5818
Azerbaijan,AZE,2006,2.605
Azerbaijan,AZE,2007,2.6722
Azerbaijan,AZE,2008,2.7251
Azerbaijan,AZE,2009,2.5946
Azerbaijan,AZE,2010,1.9381
Azerbaijan,AZE,2011,2.5089
Azerbaijan,AZE,2012,2.6879
Azerbaijan,AZE,2013,2.6719
Azerbaijan,AZE,2014,2.3975
Bangladesh,BGD,1961,0.5738
Bangladesh,BGD,1962,0.6753
Bangladesh,BGD,1963,0.6069
Bangladesh,BGD,1964,0.6011
Bangladesh,BGD,1965,0.6467
Bangladesh,BGD,1966,0.6473
Bangladesh,BGD,1967,0.7926
Bangladesh,BGD,1968,0.758
Bangladesh,BGD,1969,0.7964
Bangladesh,BGD,1970,0.874
Bangladesh,BGD,1971,0.888
Bangladesh,BGD,1972,0.9038
Bangladesh,BGD,1973,0.7572
Bangladesh,BGD,1974,0.8987
Bangladesh,BGD,1975,0.926
Bangladesh,BGD,1976,1.4535
Bangladesh,BGD,1977,1.6211
Bangladesh,BGD,1978,1.8419
Bangladesh,BGD,1979,1.866
Bangladesh,BGD,1980,1.899
Bangladesh,BGD,1981,1.8479
Bangladesh,BGD,1982,1.8114
Bangladesh,BGD,1983,2.109
Bangladesh,BGD,1984,2.3021
Bangladesh,BGD,1985,2.1647
Bangladesh,BGD,1986,1.9282
Bangladesh,BGD,1987,1.8657
Bangladesh,BGD,1988,1.7542
Bangladesh,BGD,1989,1.8246
Bangladesh,BGD,1990,1.5034
Bangladesh,BGD,1991,1.6767
Bangladesh,BGD,1992,1.8534
Bangladesh,BGD,1993,1.8457
Bangladesh,BGD,1994,1.839
Bangladesh,BGD,1995,1.9483
Bangladesh,BGD,1996,1.9531
Bangladesh,BGD,1997,2.0544
Bangladesh,BGD,1998,2.2408
Bangladesh,BGD,1999,2.1627
Bangladesh,BGD,2000,2.2104
Bangladesh,BGD,2001,2.1643
Bangladesh,BGD,2002,2.1644
Bangladesh,BGD,2003,2.1327
Bangladesh,BGD,2004,1.9527
Bangladesh,BGD,2005,1.7478
Bangladesh,BGD,2006,1.5344
Bangladesh,BGD,2007,1.8471
Bangladesh,BGD,2008,2.1753
Bangladesh,BGD,2009,2.1516
Bangladesh,BGD,2010,2.3959
Bangladesh,BGD,2011,2.6012
Bangladesh,BGD,2012,2.7789
Bangladesh,BGD,2013,3.0138
Bangladesh,BGD,2014,3.0319
Belarus,BLR,1961,0.992
Belarus,BLR,1962,0.9869
Belarus,BLR,1963,0.7228
Belarus,BLR,1964,1.0302
Belarus,BLR,1965,0.7992
Belarus,BLR,1966,1.3504
Belarus,BLR,1967,1.0858
Belarus,BLR,1968,1.3058
Belarus,BLR,1969,1.1516
Belarus,BLR,1970,1.4372
Belarus,BLR,1971,1.4497
Belarus,BLR,1972,1.3819
Belarus,BLR,1973,1.634
Belarus,BLR,1974,1.3218
Belarus,BLR,1975,1.0043
Belarus,BLR,1976,1.5309
Belarus,BLR,1977,1.3972
Belarus,BLR,1978,1.8053
Belarus,BLR,1979,1.4721
Belarus,BLR,1980,1.5053
Belarus,BLR,1981,1.2947
Belarus,BLR,1982,1.3925
Belarus,BLR,1983,1.4511
Belarus,BLR,1984,1.2722
Belarus,BLR,1985,1.4563
Belarus,BLR,1986,1.7767
Belarus,BLR,1987,1.6565
Belarus,BLR,1988,1.6402
Belarus,BLR,1989,1.8283
Belarus,BLR,1990,2.1148
Belarus,BLR,1991,1.5693
Belarus,BLR,1992,2.7966
Belarus,BLR,1993,2.6818
Belarus,BLR,1994,2.2772
Belarus,BLR,1995,2.4791
Belarus,BLR,1996,2.1989
Belarus,BLR,1997,2.5132
Belarus,BLR,1998,2.1339
Belarus,BLR,1999,1.7322
Belarus,BLR,2000,2.1372
Belarus,BLR,2001,2.125
Belarus,BLR,2002,2.6919
Belarus,BLR,2003,2.5082
Belarus,BLR,2004,3.304
Belarus,BLR,2005,3.2812
Belarus,BLR,2006,2.8191
Belarus,BLR,2007,3.277
Belarus,BLR,2008,3.9752
Belarus,BLR,2009,3.5428
Belarus,BLR,2010,2.8851
Belarus,BLR,2011,3.3088
Belarus,BLR,2012,3.5822
Belarus,BLR,2013,3.061
Belarus,BLR,2014,3.9424
Belgium,BEL,1850,1.05
Belgium,BEL,1909,2.53
Belgium,BEL,1934,2.77
Belgium,BEL,1948,3.22
Belgium,BEL,1961,3.7116
Belgium,BEL,1962,4.1868
Belgium,BEL,1963,4.0814
Belgium,BEL,1964,4.3638
Belgium,BEL,1965,3.9701
Belgium,BEL,1966,2.6473
Belgium,BEL,1967,4.2594
Belgium,BEL,1968,4.0839
Belgium,BEL,1969,3.8306
Belgium,BEL,1970,3.8482
Belgium,BEL,1971,4.4848
Belgium,BEL,1972,4.4206
Belgium,BEL,1973,4.9497
Belgium,BEL,1974,5.4311
Belgium,BEL,1975,3.8018
Belgium,BEL,1976,4.4325
Belgium,BEL,1977,4.1044
Belgium,BEL,1978,5.2535
Belgium,BEL,1979,5.1304
Belgium,BEL,1980,4.6131
Belgium,BEL,1981,5.349
Belgium,BEL,1982,5.8091
Belgium,BEL,1983,5.2262
Belgium,BEL,1984,6.8436
Belgium,BEL,1985,6.2522
Belgium,BEL,1986,6.7404
Belgium,BEL,1987,5.7796
Belgium,BEL,1988,6.5242
Belgium,BEL,1989,6.7442
Belgium,BEL,1990,6.0339
Belgium,BEL,1991,6.6884
Belgium,BEL,1992,6.5309
Belgium,BEL,1993,7.1303
Belgium,BEL,1994,7.3294
Belgium,BEL,1995,7.0119
Belgium,BEL,1996,8.9184
Belgium,BEL,1997,7.9337
Belgium,BEL,1998,8.2523
Belgium,BEL,1999,8.0957
Belgium,BEL,2000,7.9198
Belgium,BEL,2001,8.0475
Belgium,BEL,2002,8.2757
Belgium,BEL,2003,8.5786
Belgium,BEL,2004,8.9806
Belgium,BEL,2005,8.2733
Belgium,BEL,2006,8.2549
Belgium,BEL,2007,7.8908
Belgium,BEL,2008,8.7585
Belgium,BEL,2009,9.4652
Belgium,BEL,2010,8.8272
Belgium,BEL,2011,8.4046
Belgium,BEL,2012,8.4522
Belgium,BEL,2013,8.9349
Belgium,BEL,2014,9.4129
Bhutan,BTN,1961,1.0204
Bhutan,BTN,1962,1.02
Bhutan,BTN,1963,1.0196
Bhutan,BTN,1964,1.0192
Bhutan,BTN,1965,1.0189
Bhutan,BTN,1966,1.0182
Bhutan,BTN,1967,1.0175
Bhutan,BTN,1968,1.0169
Bhutan,BTN,1969,1.0164
Bhutan,BTN,1970,1.0159
Bhutan,BTN,1971,1.0154
Bhutan,BTN,1972,1.0149
Bhutan,BTN,1973,1.0145
Bhutan,BTN,1974,1.0141
Bhutan,BTN,1975,1.0137
Bhutan,BTN,1976,1.0133
Bhutan,BTN,1977,1
Bhutan,BTN,1978,1
Bhutan,BTN,1979,1
Bhutan,BTN,1980,1
Bhutan,BTN,1981,1.0941
Bhutan,BTN,1982,1.0526
Bhutan,BTN,1983,1.1
Bhutan,BTN,1984,1.1366
Bhutan,BTN,1985,1
Bhutan,BTN,1986,0.9167
Bhutan,BTN,1987,0.8
Bhutan,BTN,1988,0.6396
Bhutan,BTN,1989,0.6386
Bhutan,BTN,1990,0.7692
Bhutan,BTN,1991,0.8333
Bhutan,BTN,1992,0.9091
Bhutan,BTN,1993,1.1667
Bhutan,BTN,1994,1.25
Bhutan,BTN,1995,1.3
Bhutan,BTN,1996,1.4167
Bhutan,BTN,1997,1.5385
Bhutan,BTN,1998,1.5385
Bhutan,BTN,1999,1.5385
Bhutan,BTN,2000,0.9457
Bhutan,BTN,2001,1
Bhutan,BTN,2002,1.1269
Bhutan,BTN,2003,1.4239
Bhutan,BTN,2004,1.3656
Bhutan,BTN,2005,1.2754
Bhutan,BTN,2006,1.3481
Bhutan,BTN,2007,1.2921
Bhutan,BTN,2008,1.7655
Bhutan,BTN,2009,1.4371
Bhutan,BTN,2010,2.1637
Bhutan,BTN,2011,2.6686
Bhutan,BTN,2012,2.2471
Bhutan,BTN,2013,2.3392
Bhutan,BTN,2014,2.2341
Bolivia,BOL,1961,0.5625
Bolivia,BOL,1962,0.5
Bolivia,BOL,1963,0.5189
Bolivia,BOL,1964,0.5229
Bolivia,BOL,1965,0.873
Bolivia,BOL,1966,0.55
Bolivia,BOL,1967,0.6
Bolivia,BOL,1968,0.6
Bolivia,BOL,1969,0.6954
Bolivia,BOL,1970,0.7
Bolivia,BOL,1971,0.7862
Bolivia,BOL,1972,0.8333
Bolivia,BOL,1973,0.8278
Bolivia,BOL,1974,0.8489
Bolivia,BOL,1975,0.8034
Bolivia,BOL,1976,0.8639
Bolivia,BOL,1977,0.653
Bolivia,BOL,1978,0.6456
Bolivia,BOL,1979,0.6909
Bolivia,BOL,1980,0.5992
Bolivia,BOL,1981,0.6943
Bolivia,BOL,1982,0.6845
Bolivia,BOL,1983,0.6045
Bolivia,BOL,1984,0.7936
Bolivia,BOL,1985,0.7415
Bolivia,BOL,1986,0.7642
Bolivia,BOL,1987,0.8079
Bolivia,BOL,1988,0.767
Bolivia,BOL,1989,0.6962
Bolivia,BOL,1990,0.648
Bolivia,BOL,1991,0.9339
Bolivia,BOL,1992,0.8088
Bolivia,BOL,1993,1.032
Bolivia,BOL,1994,0.7519
Bolivia,BOL,1995,0.9746
Bolivia,BOL,1996,0.749
Bolivia,BOL,1997,1.0641
Bolivia,BOL,1998,0.9042
Bolivia,BOL,1999,0.8677
Bolivia,BOL,2000,0.8492
Bolivia,BOL,2001,0.989
Bolivia,BOL,2002,0.885
Bolivia,BOL,2003,0.9878
Bolivia,BOL,2004,1.0665
Bolivia,BOL,2005,1.0741
Bolivia,BOL,2006,1.1113
Bolivia,BOL,2007,0.921
Bolivia,BOL,2008,1.2931
Bolivia,BOL,2009,1.2862
Bolivia,BOL,2010,1.392
Bolivia,BOL,2011,0.9731
Bolivia,BOL,2012,0.9186
Bolivia,BOL,2013,1.1167
Bolivia,BOL,2014,1.6571
Bosnia and Herzegovina,BIH,1992,3.4
Bosnia and Herzegovina,BIH,1993,3.2521
Bosnia and Herzegovina,BIH,1994,3.4778
Bosnia and Herzegovina,BIH,1995,3.4107
Bosnia and Herzegovina,BIH,1996,3.0127
Bosnia and Herzegovina,BIH,1997,3.0193
Bosnia and Herzegovina,BIH,1998,3.2113
Bosnia and Herzegovina,BIH,1999,2.7163
Bosnia and Herzegovina,BIH,2000,3.229
Bosnia and Herzegovina,BIH,2001,2.4263
Bosnia and Herzegovina,BIH,2002,3.0026
Bosnia and Herzegovina,BIH,2003,2.2617
Bosnia and Herzegovina,BIH,2004,3.6711
Bosnia and Herzegovina,BIH,2005,3.0568
Bosnia and Herzegovina,BIH,2006,3.1698
Bosnia and Herzegovina,BIH,2007,3.476
Bosnia and Herzegovina,BIH,2008,3.7354
Bosnia and Herzegovina,BIH,2009,3.7751
Bosnia and Herzegovina,BIH,2010,2.6621
Bosnia and Herzegovina,BIH,2011,3.596
Bosnia and Herzegovina,BIH,2012,3.7082
Bosnia and Herzegovina,BIH,2013,3.9206
Bosnia and Herzegovina,BIH,2014,2.864
Botswana,BWA,1961,2.5
Botswana,BWA,1962,2.5
Botswana,BWA,1963,2.5
Botswana,BWA,1964,2.5
Botswana,BWA,1965,2.5
Botswana,BWA,1966,2.3684
Botswana,BWA,1967,2.3684
Botswana,BWA,1968,2.3842
Botswana,BWA,1969,2.2367
Botswana,BWA,1970,1.8947
Botswana,BWA,1971,2.5
Botswana,BWA,1972,2.5
Botswana,BWA,1973,2.068
Botswana,BWA,1974,2.037
Botswana,BWA,1975,2.037
Botswana,BWA,1976,2.1111
Botswana,BWA,1977,2
Botswana,BWA,1978,2
Botswana,BWA,1979,2
